Departure station,Departure,Return station,Return,Duration (sec.),Covered distance (m),departure_latitude,departure_longitude,return_latitude,return_longitude
Saint-Denis,2023-12-15 02:55:02,Place Albert 1er - St-Charles,2023-12-15 03:01:07,359,1343.0,43.6050394,3.8750227,43.6165623,3.874061
Saint-Denis,2023-12-15 02:50:27,Richter,2023-12-15 03:02:49,737,2734.0,43.6050394,3.8750227,43.6037969,3.8989223
Place Albert 1er - St-Charles,2023-12-15 02:47:31,Saint-Denis,2023-12-15 03:05:26,1071,1739.0,43.6165623,3.874061,43.6050394,3.8750227
Place Albert 1er - St-Charles,2023-12-15 02:43:08,Saint-Denis,2023-12-15 03:02:44,1171,1939.0,43.6165623,3.874061,43.6050394,3.8750227
Place Albert 1er - St-Charles,2023-12-15 02:41:57,Saint-Denis,2023-12-15 02:57:37,935,1482.0,43.6165623,3.874061,43.6050394,3.8750227
Place Albert 1er - St-Charles,2023-12-15 02:41:41,Place Albert 1er - St-Charles,2023-12-15 02:42:06,20,0.0,43.6165623,3.874061,43.6165623,3.874061
Place Albert 1er - St-Charles,2023-12-15 02:41:09,Place Albert 1er - St-Charles,2023-12-15 02:41:40,26,0.0,43.6165623,3.874061,43.6165623,3.874061
Albert 1er - Cathedrale,2023-12-15 02:39:03,Boutonnet,2023-12-15 02:49:54,646,1143.0,43.6148176,3.8737832,43.6198269,3.8681402
Louis Blanc,2023-12-15 02:26:49,Malbosc,2023-12-15 02:47:52,1258,4331.0,43.6146919,3.8782052427712976,43.634623000000005,3.833112359072003
Place Albert 1er - St-Charles,2023-12-15 02:12:58,Malbosc,2023-12-15 02:50:23,2242,5580.0,43.6165623,3.874061,43.634623000000005,3.833112359072003
Comédie,2023-12-15 02:01:52,Occitanie,2023-12-15 02:33:35,1898,3906.0,43.60918635,3.8815040936105776,43.6343466,3.8486780499999984
Halles Castellane,2023-12-15 01:50:01,Plan Cabanes,2023-12-15 01:58:40,507,820.0,43.61012445,3.876843401959306,43.60849965,3.868610969046943
Comédie,2023-12-15 01:50:01,Médiathèque Emile Zola,2023-12-15 10:31:38,532,1839.0,43.60918635,3.8815040936105776,43.6082468,3.8930561
Comédie,2023-12-15 01:49:57,Boutonnet,2023-12-15 02:03:54,832,2144.0,43.60918635,3.8815040936105776,43.6198269,3.8681402
Halles Castellane,2023-12-15 01:48:50,Beaux-Arts,2023-12-15 01:54:16,316,1188.0,43.61012445,3.876843401959306,43.6164388,3.8803169
Comédie,2023-12-15 01:48:46,Comédie,2023-12-15 01:49:40,49,22.0,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
Halles Castellane,2023-12-15 01:47:39,Halles Castellane,2023-12-15 01:48:16,32,0.0,43.61012445,3.876843401959306,43.61012445,3.876843401959306
Fac des Sciences,2023-12-15 01:46:59,Nouveau Saint-Roch,2023-12-15 02:20:18,1995,6763.0,43.6312537,3.8612405,43.5992903,3.8756446
Fac des Sciences,2023-12-15 01:45:45,Fac des Sciences,2023-12-15 01:48:34,164,0.0,43.6312537,3.8612405,43.6312537,3.8612405
Boutonnet,2023-12-15 01:45:28,Occitanie,2023-12-15 01:58:05,751,2305.0,43.6198269,3.8681402,43.6343466,3.8486780499999984
Plan Cabanes,2023-12-15 01:42:12,Place Viala,2023-12-15 10:47:11,32695,1621.0,43.60849965,3.868610969046943,43.6168167,3.8550842
Plan Cabanes,2023-12-15 01:41:43,Plan Cabanes,2023-12-15 16:45:25,54220,3647.0,43.60849965,3.868610969046943,43.60849965,3.868610969046943
Halles Castellane,2023-12-15 01:36:51,Celleneuve,2023-12-15 02:00:44,1423,3675.0,43.61012445,3.876843401959306,43.6137045,3.8245262
Halles Castellane,2023-12-15 01:36:08,Halles Castellane,2023-12-15 01:36:29,16,0.0,43.61012445,3.876843401959306,43.61012445,3.876843401959306
Corum,2023-12-15 01:34:57,Médiathèque Emile Zola,2023-12-15 01:49:44,883,1564.0,43.614366,3.882027979797976,43.6082468,3.8930561
Corum,2023-12-15 01:34:02,Corum,2023-12-15 01:34:20,14,2.0,43.614366,3.882027979797976,43.614366,3.882027979797976
Corum,2023-12-15 01:33:19,Médiathèque Emile Zola,2023-12-15 01:50:30,1026,1588.0,43.614366,3.882027979797976,43.6082468,3.8930561
Comedie Baudin,2023-12-15 01:29:48,Comedie Baudin,2023-12-15 01:44:51,898,1502.0,,,,
Pont de Lattes - Gare St-Roch,2023-12-15 01:27:00,Place Viala,2023-12-15 01:58:46,1903,3418.0,43.60431,3.88106,43.6168167,3.8550842
Les Arceaux,2023-12-15 01:25:58,Occitanie,2023-12-15 11:02:15,34574,3020.0,43.6118401,3.8623604,43.6343466,3.8486780499999984
Comédie,2023-12-15 01:20:43,Comédie,2023-12-15 01:21:41,53,12.0,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
Comédie,2023-12-15 01:17:16,Comédie,2023-12-15 01:21:44,264,93.0,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
Comédie,2023-12-15 01:16:37,Comédie,2023-12-15 01:19:48,188,2.0,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
Boutonnet,2023-12-15 01:15:29,Deux Ponts - Gare Saint-Roch,2023-12-15 01:29:45,852,2650.0,43.6198269,3.8681402,43.604359,3.8810025
Rue Jules Ferry,2023-12-15 01:08:13,Port Marianne,2023-12-15 01:20:23,725,2137.0,43.60538357410034,3.881074193325897,43.6059165,3.9168169
Comédie,2023-12-15 01:01:59,Comédie,2023-12-15 01:02:39,35,2.0,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
Louis Blanc,2023-12-15 00:59:51,Antigone Centre,2023-12-15 01:12:20,743,1829.0,43.6146919,3.8782052427712976,43.6079184,3.8905276
Comédie,2023-12-15 00:58:40,Hôtel de Ville,2023-12-15 01:09:20,636,2231.0,43.60918635,3.8815040936105776,43.5985194,3.896631891721937
Port Marianne,2023-12-15 00:45:48,Louis Blanc,2023-12-15 01:08:39,1367,3297.0,43.6059165,3.9168169,43.6146919,3.8782052427712976
Port Marianne,2023-12-15 00:40:50,Place Albert 1er - St-Charles,2023-12-15 00:57:09,974,3475.0,43.6059165,3.9168169,43.6165623,3.874061
Corum,2023-12-15 00:35:21,Antigone Centre,2023-12-15 00:52:44,1039,2644.0,43.614366,3.882027979797976,43.6079184,3.8905276
Corum,2023-12-15 00:34:50,Antigone Centre,2023-12-15 00:52:42,1068,2597.0,43.614366,3.882027979797976,43.6079184,3.8905276
Boutonnet,2023-12-15 00:16:56,Louis Blanc,2023-12-15 00:24:37,457,1439.0,43.6198269,3.8681402,43.6146919,3.8782052427712976
Rue Jules Ferry,2023-12-15 00:12:07,Odysseum,2023-12-15 00:32:33,1221,3914.0,43.60538357410034,3.881074193325897,43.60441055,3.9212018171142855
Albert 1er - Cathedrale,2023-12-15 00:09:33,Père Soulas,2023-12-15 00:19:59,619,2201.0,43.6148176,3.8737832,43.6219699,3.855618
Foch,2023-12-15 00:01:41,Place Viala,2023-12-15 00:11:23,575,1743.0,43.6109947,3.8733344,43.6168167,3.8550842
